subgroup,state,traditional_method,se.traditional_method,year,country,survey,dist.id,period.id,pred,pred_upper,pred_lower,model
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,2022,,,1,2022,0.0235625894340548,0.0398949354516435,0.0143675824524102,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,2023,,,1,2023,0.0235571350122623,0.042435545783582,0.0135017605356014,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,2024,,,1,2024,0.023552701749476,0.0448595396760538,0.0127484351499317,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,2025,,,1,2025,0.0235496552875321,0.0471954096346533,0.0121015248826474,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,1990,,,2,1990,0.0496581762324068,0.0875982533371007,0.0305853110031172,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,1991,,,2,1991,0.0497634922516629,0.0821124397290852,0.0324207487352567,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,1992,,,2,1992,0.0499316175172825,0.0760671061214794,0.0345245984514239,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,0.1111111111111111,0.0,1993,Senegal,DHS_1993,2,1993,0.0503366176076913,0.0685770351681807,0.036902035405255,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,1994,,,2,1994,0.047283584272195,0.0703769160029588,0.0334060456263918,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,1995,,,2,1995,0.0446559522990346,0.0699162112930658,0.0303576473026077,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,1996,,,2,1996,0.0422432843322565,0.0682857051575271,0.0277722294941398,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,1997,,,2,1997,0.0399938631950749,0.0658718363925983,0.0256084125867687,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,1998,,,2,1998,0.0378855805494566,0.0628491819849599,0.0238203609327441,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,1999,,,2,1999,0.0358984543968867,0.059355913447617,0.0223517205365807,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,2000,,,2,2000,0.0340231547639826,0.0555370157365129,0.0211815249916931,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,2001,,,2,2001,0.0322472680422755,0.0514294451472851,0.0202763461518322,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,2002,,,2,2002,0.0305609177665339,0.0470721658085477,0.0196360406061628,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,2003,,,2,2003,0.0289521720916695,0.0425409955131808,0.0192990294317733,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,2004,,,2,2004,0.0274010025769869,0.0378026128015436,0.0193750748704089,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,0.0506815378595107,0.0218240106629907,2005,Senegal,DHS_2005,2,2005,0.025817713733222,0.0327595053716081,0.0203006809014587,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,2006,,,2,2006,0.025526672585196,0.0344010150989054,0.0182870689474494,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,2007,,,2,2007,0.0251504892450879,0.0348276843237607,0.0173504207660684,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,2008,,,2,2008,0.0247544835848273,0.034275604313144,0.0170283017804594,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,2009,,,2,2009,0.0243405008673194,0.0328183070118748,0.0172958670994347,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,0.0038871253813909,0.0037735319984563,2010,Senegal,DHS_2010,2,2010,0.0238433397565125,0.030307766856266,0.0184718385258457,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,2011,,,2,2011,0.0250673443153055,0.0329681295405805,0.0191031406119498,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,0.0397197250485575,0.0404363535281207,2012,Senegal,DHS_2012,2,2012,0.0263208916432671,0.0335394814721986,0.021238095545074,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,2013,,,2,2013,0.0258528800247037,0.0346174325465791,0.0199889797279352,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,0.0172387883910871,0.0160084442796705,2014,Senegal,DHS_2014,2,2014,0.0254669872279096,0.0328916877975147,0.0202242906904443,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,0.0389077289358937,0.0276602206647675,2015,Senegal,DHS_2015,2,2015,0.0256686144749422,0.0330097992489916,0.0207283233096348,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,0.0,0.0,2016,Senegal,DHS_2016,2,2016,0.0238497448369569,0.0304661046340067,0.0189804051204587,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,0.0206698533838329,0.0156168981935877,2017,Senegal,DHS_2017,2,2017,0.0214343568688856,0.0270447354336137,0.0166913900426542,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,0.0129962592197562,0.0113269041951188,2018,Senegal,DHS_2018,2,2018,0.0229734221296553,0.0293862222445494,0.0180481609259047,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,0.0280220929327088,0.0175554098196849,2019,Senegal,DHS_2019,2,2019,0.0243476960453613,0.0319640543884844,0.0190189977736465,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,2020,,,2,2020,0.0242795937731928,0.0356984292792444,0.0171599529588878,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,2021,,,2,2021,0.0242627524524729,0.0387523419122074,0.0158172847125376,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,2022,,,2,2022,0.0242545822063505,0.0415258665430368,0.0147501063933518,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,2023,,,2,2023,0.024249007066906,0.0441323123338899,0.0138671061761041,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,2024,,,2,2024,0.0242450160440798,0.0466146153824527,0.0131067903309823,1
Age 25+:UrbanRural urban,Africa:Senegal:Sédhiou,,,2025,,,2,2025,0.0242429235418402,0.0490115670090731,0.012452800225434,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,1990,,,3,1990,0.0485518700367125,0.0849300832676355,0.0300372243908756,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,1991,,,3,1991,0.0486578505434737,0.079513181442975,0.0318710581761115,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,1992,,,3,1992,0.0488300806286072,0.0734278270377068,0.0339773432123315,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,0.0,0.0,1993,Senegal,DHS_1993,3,1993,0.0492592470267658,0.065838114749425,0.0363635614649937,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,1994,,,3,1994,0.0462375242662661,0.0678629769398454,0.0328641738724199,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,1995,,,3,1995,0.0436588489845185,0.0676078675701932,0.0298181771052259,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,1996,,,3,1996,0.0412939218379654,0.0661312660860105,0.0272397788071464,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,1997,,,3,1997,0.0390919812598209,0.0638257552342285,0.0250900913979387,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,1998,,,3,1998,0.0370263497611902,0.0609158801758659,0.0233282773756053,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,1999,,,3,1999,0.0350809813609913,0.057547802149926,0.0218695580529224,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,2000,,,3,2000,0.033244965384529,0.053818364406448,0.020707330017282,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,2001,,,3,2001,0.031505867304611,0.049795677793732,0.0198129937521406,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,2002,,,3,2002,0.029855137114061,0.0455655938540123,0.0191828352973558,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,2003,,,3,2003,0.0282796694610953,0.0411193582047165,0.0188502910638955,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,2004,,,3,2004,0.0267595447550041,0.0364401133609766,0.018923147983404,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,0.022121515298922,0.0137260484885972,2005,Senegal,DHS_2005,3,2005,0.0252117752322004,0.031476157903624,0.0198428138474115,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,2006,,,3,2006,0.0249319853882505,0.0331351244029351,0.0178636076210461,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,2007,,,3,2007,0.024571958171597,0.0335974656128087,0.0169509406855261,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,2008,,,3,2008,0.024193612249181,0.0330660572278001,0.0166498356309651,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,2009,,,3,2009,0.02379677053092,0.0315891831724966,0.0169204718847845,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,0.0,0.0,2010,Senegal,DHS_2010,3,2010,0.0233209169339817,0.0290948457742259,0.0181126819497512,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,2011,,,3,2011,0.0245173955191179,0.0316510404305768,0.0187242182666796,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,0.0,0.0,2012,Senegal,DHS_2012,3,2012,0.0257469351656159,0.0321110516765637,0.0208555100417218,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,2013,,,3,2013,0.0252813200861244,0.0332200762985115,0.0196110407454602,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,0.0105412027613609,0.0084746974600854,2014,Senegal,DHS_2014,3,2014,0.0249099289995548,0.0314796183437644,0.0198598455564409,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,0.0,0.0,2015,Senegal,DHS_2015,3,2015,0.0251100443496469,0.0315772732064007,0.0203707372458931,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,0.0237549088246793,0.016125681370078,2016,Senegal,DHS_2016,3,2016,0.0233395577717227,0.0290917218218589,0.0186615236495378,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,0.0047849688357958,0.0048692843887454,2017,Senegal,DHS_2017,3,2017,0.020974473104674,0.0258451735244814,0.0163967577736477,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,0.0382012983912005,0.024794994428456,2018,Senegal,DHS_2018,3,2018,0.0224874923653258,0.0281508400001319,0.0177346524646516,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,0.0,0.0,2019,Senegal,DHS_2019,3,2019,0.0238266663743874,0.03069489536768,0.0186951524899002,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,2020,,,3,2020,0.0237514338860914,0.0344808344627605,0.0168401015985259,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,2021,,,3,2021,0.0237333954321262,0.0375512641296781,0.0155115666816512,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,2022,,,3,2022,0.0237238341184506,0.0402948119793047,0.0144536582741574,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,2023,,,3,2023,0.0237186323521194,0.0428540566593234,0.0135882973748454,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,2024,,,3,2024,0.023714347737692,0.0452923819983079,0.0128331141445991,1
Age 25+:UrbanRural urban,Africa:Senegal:Tambacounda,,,2025,,,3,2025,0.0237112174657627,0.0476464168483305,0.0121851581470603,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,1990,,,4,1990,0.0481814426254131,0.0839774437722828,0.0298544123230861,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,1991,,,4,1991,0.0482876731360403,0.0785302696694772,0.0316992242670764,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,1992,,,4,1992,0.048462327981761,0.0724509248145932,0.0338255999918519,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,0.0305343511450381,0.0147396165780262,1993,Senegal,DHS_1993,4,1993,0.0489036325626721,0.0648036808972905,0.0362354600926498,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,1994,,,4,1994,0.045903918689546,0.0669848211283431,0.0327395654209178,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,1995,,,4,1995,0.0433563263980522,0.0668246107737092,0.0296932248637223,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,1996,,,4,1996,0.041022067090775,0.0654066480391181,0.0271222916480303,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,1997,,,4,1997,0.0388496290274259,0.0631685014199039,0.0249852785469959,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,1998,,,4,1998,0.036811935450122,0.0603278318341169,0.0232402327048933,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,1999,,,4,1999,0.034893161017427,0.0570238728327122,0.0217940277719612,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,2000,,,4,2000,0.0330818259528981,0.053357333575759,0.0206470679485084,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,2001,,,4,2001,0.031365823659193,0.0493963981264456,0.0197681095378907,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,2002,,,4,2002,0.029736389655832,0.0451976702894005,0.0191541664412537,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,2003,,,4,2003,0.0281803987319081,0.0407926530601015,0.0188391363621345,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,2004,,,4,2004,0.0266771694685577,0.0361611088810451,0.0189401638439247,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,0.0252175750026197,0.0069804992007551,2005,Senegal,DHS_2005,4,2005,0.025140714862328,0.0312191287344251,0.0199214487284592,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,2006,,,4,2006,0.0248803752774753,0.0329123777583391,0.0178933999537927,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,2007,,,4,2007,0.0245352631551015,0.0334069962878058,0.0169725864371689,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,2008,,,4,2008,0.0241705536390663,0.0329073875286191,0.0166765602241919,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,2009,,,4,2009,0.0237857150424904,0.0314558626631622,0.016958806969286,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,0.0076344406094216,0.0041343354451319,2010,Senegal,DHS_2010,4,2010,0.0233185787377491,0.0289791574591449,0.0181938954942396,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,2011,,,4,2011,0.0245423922231054,0.0315212923782177,0.0188596115409533,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,0.0259634311770903,0.0080792803540856,2012,Senegal,DHS_2012,4,2012,0.0257941283856292,0.0319469227729225,0.0211351054723047,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,2013,,,4,2013,0.0253633371443397,0.0330946687218289,0.0198638399351167,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,0.0461603652185132,0.0135489283515326,2014,Senegal,DHS_2014,4,2014,0.0250181063728847,0.031373925051473,0.0201854149053602,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,0.0211503045317492,0.0107837944086848,2015,Senegal,DHS_2015,4,2015,0.0252140998715876,0.0314822451510721,0.0207204138433461,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,0.0395819346943601,0.016755675369847,2016,Senegal,DHS_2016,4,2016,0.0234429166351596,0.0290540451981553,0.0189484666751089,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,0.009420441370509,0.0048250422902713,2017,Senegal,DHS_2017,4,2017,0.0210691099091807,0.0258643666206686,0.0165776771165048,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,0.0242263627980967,0.0128181378447593,2018,Senegal,DHS_2018,4,2018,0.0225836695148657,0.0281732528897828,0.0179646852986443,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,0.0421404095125502,0.019619273503708,2019,Senegal,DHS_2019,4,2019,0.0239317670302651,0.0307162291467103,0.0189593520799082,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,2020,,,4,2020,0.0238635331173033,0.0345141045801012,0.0170169115092839,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,2021,,,4,2021,0.0238468474862089,0.0375984476942753,0.0156416793104377,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,2022,,,4,2022,0.0238380380643121,0.0403562949305599,0.0145645086522155,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,2023,,,4,2023,0.0238320933362343,0.0429263183243917,0.0136772387771367,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,2024,,,4,2024,0.0238277328192183,0.0453744681818731,0.0129183662212062,1
Age 25+:UrbanRural urban,Africa:Senegal:Thiès,,,2025,,,4,2025,0.0238252289761427,0.047735846197162,0.0122658477479342,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,1990,,,5,1990,0.0502320861116392,0.0889076643831091,0.0308701045125339,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,1991,,,5,1991,0.0503354606644906,0.0834457087122292,0.0327136143836821,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,1992,,,5,1992,0.05050318994558,0.0774317796056592,0.0348178505847707,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,0.0576923076923076,0.0312426440190601,1993,Senegal,DHS_1993,5,1993,0.0508991926583293,0.0700072852059368,0.0372141525135025,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,1994,,,5,1994,0.0478275599132573,0.0716770253236722,0.0337043793389401,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,1995,,,5,1995,0.0451766124752172,0.0711266116822237,0.0306431891544471,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,1996,,,5,1996,0.0427414623502438,0.0694720020887109,0.0280490717141205,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,1997,,,5,1997,0.0404715040425717,0.066997361324128,0.0258768919152711,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,1998,,,5,1998,0.0383426769696501,0.0639262063208853,0.0240738534009121,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,1999,,,5,1999,0.0363385043626352,0.0604000611451409,0.0226046348311258,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,2000,,,5,2000,0.0344455809506059,0.0565156517164085,0.0214301355758921,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,2001,,,5,2001,0.0326546748842965,0.0523312751301981,0.0205126795019677,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,2002,,,5,2002,0.0309535596788463,0.0479617004578745,0.0198717634291704,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,2003,,,5,2003,0.0293311411602774,0.0433734025810046,0.0195415704050679,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,2004,,,5,2004,0.0277668533837087,0.038619330429687,0.0196223113404634,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,0.0371227337197484,0.0115877171508741,2005,Senegal,DHS_2005,5,2005,0.0261663864159466,0.0335702535330076,0.0205680539815748,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,2006,,,5,2006,0.0258856958823673,0.0351925713819161,0.0185363501800883,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,2007,,,5,2007,0.0255150476144831,0.0356205702693387,0.0175928678900124,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,2008,,,5,2008,0.0251243568310439,0.035080032333985,0.0172778193388736,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,2009,,,5,2009,0.0247139857896987,0.0336294737424175,0.0175533764183727,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,0.0155086059060034,0.008570875552139,2010,Senegal,DHS_2010,5,2010,0.0242154613009545,0.0311578357128827,0.0187614685874568,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,2011,,,5,2011,0.025469497659023,0.0338546487916087,0.0194202091858002,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,0.0609549530452081,0.0249754509389347,2012,Senegal,DHS_2012,5,2012,0.0267508620258947,0.0344958578197283,0.0216138283041648,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,2013,,,5,2013,0.0262783298146423,0.0355344288312795,0.0203364523376345,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,0.0439225082092984,0.0254176335347759,2014,Senegal,DHS_2014,5,2014,0.0258782937954446,0.0338159789515958,0.0205682006325239,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,0.0404813904996239,0.0205268077152075,2015,Senegal,DHS_2015,5,2015,0.0260728243577268,0.0339308493544553,0.0210733185647209,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,0.0104859709554758,0.0101364489052904,2016,Senegal,DHS_2016,5,2016,0.0242118274716265,0.0313256845079554,0.0192862935802552,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,0.0241889312640343,0.0109417069397445,2017,Senegal,DHS_2017,5,2017,0.0217583143577022,0.0278135987289123,0.0169464742709712,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,0.0157219481743004,0.0103181060150242,2018,Senegal,DHS_2018,5,2018,0.0233113819412619,0.0301776843774704,0.0183275348739929,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,0.0235277697473768,0.0104570123888535,2019,Senegal,DHS_2019,5,2019,0.0247027447712933,0.0327700865050298,0.0193047868723531,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,2020,,,5,2020,0.0246394450143983,0.0364724325250623,0.0174186681691318,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,2021,,,5,2021,0.0246221831655239,0.0395299116475249,0.0160494595130513,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,2022,,,5,2022,0.0246134270411432,0.0423192065224659,0.0149680654687982,1
Age 25+:UrbanRural urban,Africa:Senegal:Ziguinchor,,,2023,,,5,2023,0.0246068900549222,0.0449239503454667,0.0140662198174486,1
