subgroup,state,traditional_method,se.traditional_method,year,country,survey,dist.id,period.id,pred,pred_upper,pred_lower,model
Age 15-24:Parity 1+,Africa:Senegal:Dakar,0.0229796774532933,0.0128428411387914,2010,Senegal,DHS_2010,1,2010,0.0187395459091795,0.0385814689904001,0.0091100660115987,2
Age 15-24:Parity 1+,Africa:Senegal:Dakar,,,2011,,,1,2011,0.0215333036895757,0.0455696001607306,0.0100490024081905,2
Age 15-24:Parity 1+,Africa:Senegal:Dakar,0.0241590012767856,0.0229008922281831,2012,Senegal,DHS_2012,1,2012,0.0246427634027937,0.050406110841874,0.012229644218626,2
Age 15-24:Parity 1+,Africa:Senegal:Dakar,,,2013,,,1,2013,0.0260734936886483,0.0575355043613007,0.0122142581933632,2
Age 15-24:Parity 1+,Africa:Senegal:Dakar,0.0465485080577158,0.0443137171714988,2014,Senegal,DHS_2014,1,2014,0.0277289764167982,0.059003764388224,0.0133947939238804,2
Age 15-24:Parity 1+,Africa:Senegal:Dakar,0.0,0.0,2015,Senegal,DHS_2015,1,2015,0.0277043127706137,0.0595747706540161,0.013165155669949,2
Age 15-24:Parity 1+,Africa:Senegal:Dakar,0.0,0.0,2016,Senegal,DHS_2016,1,2016,0.0292560771379468,0.0644154953849987,0.0136933338576099,2
Age 15-24:Parity 1+,Africa:Senegal:Dakar,0.0303572777444412,0.0168642155967671,2017,Senegal,DHS_2017,1,2017,0.0234105210092752,0.0491141783603909,0.0112262122188788,2
Age 15-24:Parity 1+,Africa:Senegal:Dakar,0.0,0.0,2018,Senegal,DHS_2018,1,2018,0.0262900366905078,0.0608537767466027,0.0114518250339257,2
Age 15-24:Parity 1+,Africa:Senegal:Dakar,0.0,0.0,2019,Senegal,DHS_2019,1,2019,0.0247425844949942,0.0619863627900707,0.0097985517329849,2
Age 15-24:Parity 1+,Africa:Senegal:Dakar,,,2020,,,1,2020,0.0245388327596222,0.071525802745931,0.0082567738929357,2
Age 15-24:Parity 1+,Africa:Senegal:Dakar,,,2021,,,1,2021,0.0243716810965748,0.0810408641883669,0.0071022126530358,2
Age 15-24:Parity 1+,Africa:Senegal:Dakar,,,2022,,,1,2022,0.0242406950128454,0.0906396944557925,0.0061969634865374,2
Age 15-24:Parity 1+,Africa:Senegal:Dakar,,,2023,,,1,2023,0.02414431262841,0.1005762493289213,0.0054716820018071,2
Age 15-24:Parity 1+,Africa:Senegal:Dakar,,,2024,,,1,2024,0.0240816982588265,0.11078882527073,0.0048813693562247,2
Age 15-24:Parity 1+,Africa:Senegal:Dakar,,,2025,,,1,2025,0.0240523913562196,0.1214731141000739,0.004382487469986,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,1990,,,2,1990,0.076471861298466,0.2444545286452397,0.0227095775836428,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,1991,,,2,1991,0.0766964199177929,0.218799415601122,0.0258703404964879,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,1992,,,2,1992,0.0770670962855337,0.1922284093835584,0.0298445947107792,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,0.0925925925925925,0.0464286946046928,1993,Senegal,DHS_1993,2,1993,0.0777747498159649,0.1635616127793217,0.034945510980886,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,1994,,,2,1994,0.0694990258915933,0.1657757711098701,0.0284833731455919,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,1995,,,2,1995,0.06238900310102,0.16225663908583,0.0236132338207542,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,1996,,,2,1996,0.0561115118743713,0.1551936674727012,0.019919126926502,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,1997,,,2,1997,0.0505232071902613,0.1455537394888728,0.0171031012669773,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,1998,,,2,1998,0.0455238265592712,0.1341060090015075,0.0149166225401753,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,1999,,,2,1999,0.0410419402623166,0.121427858592784,0.0132565718123837,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,2000,,,2,2000,0.0370125818588518,0.1080976772342482,0.01198370779147,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,2001,,,2,2001,0.0333852393720635,0.0946166815602431,0.0110542991036149,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,2002,,,2,2002,0.0301093035868199,0.0812140423846397,0.0104272388331607,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,2003,,,2,2003,0.0271410311902771,0.0682330307029714,0.010100025496765,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,2004,,,2,2004,0.0244304410700476,0.0559701760190706,0.0101377746074263,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,0.0319491347298521,0.0174996332371501,2005,Senegal,DHS_2005,2,2005,0.0218809472918408,0.0447255442129883,0.0107656915168375,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,2006,,,2,2006,0.0206009630661006,0.0455950468733623,0.0087787891307328,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,2007,,,2,2007,0.0193280109784762,0.0444339851738617,0.0076838998745492,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,2008,,,2,2008,0.0181079175283469,0.0416048273017937,0.0071050782573878,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,2009,,,2,2009,0.0169332917955224,0.037456212804971,0.0069515265005849,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,0.0067569229931032,0.0066535094366961,2010,Senegal,DHS_2010,2,2010,0.0157475746341371,0.0324043540997413,0.0073212592056216,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,2011,,,2,2011,0.0176214242181763,0.0361050385892348,0.0082123282665729,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,0.0231867498685053,0.0166690393244654,2012,Senegal,DHS_2012,2,2012,0.0196251024258144,0.0373580412183704,0.0102457301797555,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,2013,,,2,2013,0.0200121504103914,0.0407878605106601,0.0098874259277159,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,0.0,0.0,2014,Senegal,DHS_2014,2,2014,0.0204721542643637,0.0394351638878109,0.0107056348924235,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,0.0282531151343361,0.0151481316624542,2015,Senegal,DHS_2015,2,2015,0.019991228451783,0.0356337387968915,0.0111542539790809,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,0.0180814863737849,0.0133371067613075,2016,Senegal,DHS_2016,2,2016,0.0198954496337832,0.0365140830852723,0.0108144694181469,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,0.007662031999447,0.0054473414186219,2017,Senegal,DHS_2017,2,2017,0.0150446356346819,0.0275039580958151,0.0077853907938793,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,0.018531293509946,0.0114215681557283,2018,Senegal,DHS_2018,2,2018,0.0169266505296495,0.0317550152263459,0.0087050471642749,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,0.0092759563814332,0.0092778008906109,2019,Senegal,DHS_2019,2,2019,0.0158067815357134,0.0323230249130389,0.0072456687153113,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,2020,,,2,2020,0.0157750411963918,0.0387828737607148,0.0058757604015275,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,2021,,,2,2021,0.0157387755876359,0.0451680196701557,0.004946797920698,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,2022,,,2,2022,0.0157084846634564,0.0516669604089232,0.0042587932465967,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,2023,,,2,2023,0.0156853610262264,0.0582304260974554,0.0037238037022918,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,2024,,,2,2024,0.0156711681130841,0.0651383764144292,0.0032941023625704,2
Age 15-24:Parity 1+,Africa:Senegal:Sédhiou,,,2025,,,2,2025,0.0156664872287204,0.0721787875323844,0.002943776653675,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,1990,,,3,1990,0.0531622864772887,0.2365113149132876,0.0102511969099257,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,1991,,,3,1991,0.0533392730944329,0.2156511903121745,0.0111460805622122,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,1992,,,3,1992,0.0535027264992406,0.1942684753582769,0.0120915009975158,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,0.0,0.0,1993,Senegal,DHS_1993,3,1993,0.0537531029796935,0.1724929603487579,0.0130547627415091,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,1994,,,3,1994,0.0481445948843974,0.1626782605267668,0.0119615365165788,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,1995,,,3,1995,0.0432027550661668,0.1507883967872966,0.0108927493352062,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,1996,,,3,1996,0.0387671047125468,0.1377073122486404,0.009884352830226,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,1997,,,3,1997,0.0347656648061861,0.1239953227264394,0.0089806943856565,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,1998,,,3,1998,0.0311480604617496,0.1102897941695717,0.0081831498165435,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,1999,,,3,1999,0.0278730161388442,0.096689572523744,0.007482745341733,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,2000,,,3,2000,0.0249075428759385,0.0835508271026806,0.0068732220712604,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,2001,,,3,2001,0.0222212100969795,0.0710217606564971,0.0063740926777068,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,2002,,,3,2002,0.0197865467497505,0.0594200468752438,0.0059711577440708,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,2003,,,3,2003,0.0175782454341183,0.0488262287486484,0.0056723599858485,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,2004,,,3,2004,0.0155688304419811,0.0393314789540629,0.0055094176357061,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,0.003605694610787,0.0037078301800303,2005,Senegal,DHS_2005,3,2005,0.0137125964038502,0.0310267581051673,0.0055304673308857,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,2006,,,3,2006,0.0134877292458153,0.0320392650779385,0.0050541934720402,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,2007,,,3,2007,0.013219780436589,0.0317938104984666,0.004825861261801,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,2008,,,3,2008,0.0129184353732762,0.0304259089992456,0.0048053980275809,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,2009,,,3,2009,0.0125768324422286,0.0280025715944428,0.0050164633848225,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,0.0030607532983305,0.003120016726498,2010,Senegal,DHS_2010,3,2010,0.0121490960161289,0.0247076089275888,0.0056177838022977,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,2011,,,3,2011,0.0142676761404989,0.0284867959947977,0.0068222374571499,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,0.0299034423634045,0.0148448208074358,2012,Senegal,DHS_2012,3,2012,0.0166523463931326,0.0300904263369632,0.0092252234445248,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,2013,,,3,2013,0.0167814304614412,0.032746686225968,0.0086736787350346,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,0.0131765675296703,0.0082460543289158,2014,Senegal,DHS_2014,3,2014,0.0169388795451799,0.0309149204559093,0.0092464425670383,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,0.0188193746368846,0.011039639177942,2015,Senegal,DHS_2015,3,2015,0.016563382341982,0.030219841659081,0.0089247229057312,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,0.0,0.0,2016,Senegal,DHS_2016,3,2016,0.0168801654257536,0.0337130142133622,0.008265023077582,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,0.0036060954262696,0.0037317080810861,2017,Senegal,DHS_2017,3,2017,0.0129724855123223,0.026344650206196,0.0059134674202408,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,0.0,0.0,2018,Senegal,DHS_2018,3,2018,0.0147812366415534,0.0317686512581135,0.0064248402260531,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,0.0083592658504823,0.0087877457206399,2019,Senegal,DHS_2019,3,2019,0.0140357252634049,0.0317770711767886,0.005754212322236,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,2020,,,3,2020,0.0141955172036546,0.038052569221112,0.0048845951743336,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,2021,,,3,2021,0.0143255336753269,0.0444267976342342,0.0042401211589759,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,2022,,,3,2022,0.0144297475687067,0.0509137178825058,0.00373383833737,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,2023,,,3,2023,0.0145083263564169,0.0576191968254876,0.0033181422525993,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,2024,,,3,2024,0.0145612714657217,0.0644360904403029,0.0029733253406075,2
Age 15-24:Parity 1+,Africa:Senegal:Tambacounda,,,2025,,,3,2025,0.014588600452145,0.0714717767242498,0.0026702000383194,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,1990,,,4,1990,0.0373632644932915,0.1271160459530963,0.0107105921499175,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,1991,,,4,1991,0.0374147541685126,0.1115819120472577,0.0122412932908244,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,1992,,,4,1992,0.0374906723140638,0.0958385842630665,0.0141719983886875,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,0.0291970802919708,0.0143251882018845,1993,Senegal,DHS_1993,4,1993,0.0376875022978754,0.0793518711010867,0.0166959784068015,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,1994,,,4,1994,0.0348084043416693,0.0842788170099017,0.0139953633307036,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,1995,,,4,1995,0.03228572630606,0.0858297476200626,0.0119644195756007,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,1996,,,4,1996,0.0299799570678927,0.0850119251314988,0.0104119917626129,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,1997,,,4,1997,0.0278461677745897,0.0823587949477479,0.0092112082335539,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,1998,,,4,1998,0.0258619692957876,0.0782391125612974,0.0082717074128553,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,1999,,,4,1999,0.0240088988656798,0.072969344887201,0.0075502549801087,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,2000,,,4,2000,0.0222754082695255,0.0670180101359675,0.0069961958473021,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,2001,,,4,2001,0.0206481397498603,0.0604145645792576,0.0065953792429207,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,2002,,,4,2002,0.0191174767257112,0.0535864127534718,0.0063389804777112,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,2003,,,4,2003,0.0176696992464118,0.0466692850014697,0.0062209353553011,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,2004,,,4,2004,0.0162880419834557,0.0398786018998209,0.0062876798631937,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,0.0193205000192956,0.0149553856324109,2005,Senegal,DHS_2005,4,2005,0.0149257370593408,0.0334732985425031,0.0066400946497327,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,2006,,,4,2006,0.0146789174764116,0.0352487693636844,0.0057916401399553,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,2007,,,4,2007,0.0143714024412894,0.0357603040289659,0.0053533404088377,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,2008,,,4,2008,0.0140323497616375,0.0350460145237653,0.0051779497068443,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,2009,,,4,2009,0.0136587422439523,0.0332529518291469,0.005251038488666,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,0.0,0.0,2010,Senegal,DHS_2010,4,2010,0.0132112938990815,0.030578187114699,0.0056560310213088,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,2011,,,4,2011,0.0149921231617979,0.0338967383673485,0.0064979244900039,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,0.0105171943140946,0.0108431228882406,2012,Senegal,DHS_2012,4,2012,0.0169151169468303,0.0354645881130547,0.0081263159530684,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,2013,,,4,2013,0.0178407797006901,0.0394781510921553,0.0082268372701678,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,0.0,0.0,2014,Senegal,DHS_2014,4,2014,0.0188428499959701,0.0396566064908402,0.0091528951024063,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,0.0121073939840654,0.0119298190233963,2015,Senegal,DHS_2015,4,2015,0.018977388935989,0.0374855884376105,0.0096853172050993,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,0.0354450236731911,0.0209531777772994,2016,Senegal,DHS_2016,4,2016,0.020450699384015,0.0396121927338637,0.0107095226349044,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,0.0119212542594988,0.0090289862307029,2017,Senegal,DHS_2017,4,2017,0.0159010429584471,0.0314724464068757,0.0079113726378314,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,0.0,0.0,2018,Senegal,DHS_2018,4,2018,0.0180231939509777,0.0382213065890121,0.0085014449107434,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,0.0132157916498545,0.0139354933709732,2019,Senegal,DHS_2019,4,2019,0.0170748529462408,0.0383535877379964,0.0075348324944901,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,2020,,,4,2020,0.017147689885642,0.0457109791299514,0.0063078737288898,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,2021,,,4,2021,0.0171996677298325,0.0531008684653579,0.0054299318720609,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,2022,,,4,2022,0.017239341089508,0.0606103921639593,0.0047454348183354,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,2023,,,4,2023,0.0172683607510998,0.068318442173736,0.0041985707491492,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,2024,,,4,2024,0.017287354599895,0.0763140349772076,0.0037400646418682,2
Age 15-24:Parity 1+,Africa:Senegal:Thiès,,,2025,,,4,2025,0.017296805697054,0.0844815614871927,0.003354955679379,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,1990,,,5,1990,0.0511246483914245,0.2026188998023333,0.0111197490045203,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,1991,,,5,1991,0.0513110944815688,0.1831140223514641,0.0123395880104931,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,1992,,,5,1992,0.0515848712978525,0.1635371609305165,0.0137445520899349,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,0.0256410256410256,0.0258833847680783,1993,Senegal,DHS_1993,5,1993,0.0520510821766953,0.1433005201600842,0.0153435997102556,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,1994,,,5,1994,0.0477523316013348,0.1423171739060471,0.0139702672327637,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,1995,,,5,1995,0.0440111315429883,0.1381515744984871,0.0127436305179376,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,1996,,,5,1996,0.0406596712101185,0.1319454771247871,0.0116889137734009,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,1997,,,5,1997,0.0376221860228384,0.1241277871632574,0.0108013415411716,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,1998,,,5,1998,0.0348504348951468,0.1150828735264592,0.010078625256579,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,1999,,,5,1999,0.0323079780042431,0.1051440223151605,0.0095068104192513,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,2000,,,5,2000,0.0299675098143104,0.0946469273773279,0.0090746271582127,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,2001,,,5,2001,0.0278046401333661,0.0837717072157693,0.008797738155736,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,2002,,,5,2002,0.0257986442600476,0.0728555909749488,0.0086802755706918,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,2003,,,5,2003,0.0239272036884445,0.0619874243507976,0.0087639532941745,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,2004,,,5,2004,0.0221665839904461,0.0515497963043325,0.0091329376816196,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,0.0259305503052777,0.0127442524179642,2005,Senegal,DHS_2005,5,2005,0.0204523634044473,0.041591021353776,0.0100249096809112,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,2006,,,5,2006,0.0198661144697348,0.0448456567120556,0.0084038880872818,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,2007,,,5,2007,0.019242312121929,0.0459863842630723,0.0075335263347521,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,2008,,,5,2008,0.0186120733946804,0.0453853946524815,0.0071043225328993,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,2009,,,5,2009,0.0179694706250902,0.0432345991412664,0.007039436989091,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,0.0093780662560006,0.0091740886043134,2010,Senegal,DHS_2010,5,2010,0.0172680972111156,0.0398556709588269,0.0073951437419748,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,2011,,,5,2011,0.0197907224404697,0.0474538461097264,0.0081742222358853,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,0.0402667828190845,0.0393397330114836,2012,Senegal,DHS_2012,5,2012,0.0226210756712635,0.053389085105183,0.0096983336106318,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,2013,,,5,2013,0.0234590279133652,0.060914979382831,0.0092067193793199,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,0.0,0.0,2014,Senegal,DHS_2014,5,2014,0.0243949080762857,0.0642677364093452,0.009363843205137,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,0.0,0.0,2015,Senegal,DHS_2015,5,2015,0.0241648852843562,0.0655650649983577,0.0089332346099929,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,0.0,0.0,2016,Senegal,DHS_2016,5,2016,0.0253194250152785,0.0719516078573048,0.0088604383455444,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,0.0,0.0,2017,Senegal,DHS_2017,5,2017,0.0199564905762173,0.0592243036098942,0.0066853409514116,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,0.0,0.0,2018,Senegal,DHS_2018,5,2018,0.0226894588177245,0.0695102465005286,0.0072906172702223,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,0.0,0.0,2019,Senegal,DHS_2019,5,2019,0.0215149715292156,0.0697558429764989,0.0065168674420683,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,2020,,,5,2020,0.0215170691637046,0.078020931551463,0.0057359830537167,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,2021,,,5,2021,0.0215130606887121,0.0865541770713168,0.0050979835593239,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,2022,,,5,2022,0.0215095888876666,0.0953905144057685,0.0045586700756159,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,2023,,,5,2023,0.0215078282853492,0.1045564247616036,0.0041035699058838,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,2024,,,5,2024,0.0215084335356115,0.1141936396525701,0.0037095477270542,2
Age 15-24:Parity 1+,Africa:Senegal:Ziguinchor,,,2025,,,5,2025,0.0215116445129795,0.1241913107780256,0.0033728434465239,2
Age 15-24:Parity 1+,Africa:Senegal:Kédougou,,,1990,,,6,1990,0.3090018673900338,0.5720177700209812,0.1329226237137314,2
Age 15-24:Parity 1+,Africa:Senegal:Kédougou,,,1991,,,6,1991,0.3099504177872162,0.528991971629599,0.1556291733369888,2
